transaction_id,account_id,transaction_type,amount,currency,category,merchant_name,description,transaction_date,value_date,reference_number,status,channel,balance_after,initiated_by
653,80,Debit,11649.67,USD,Loan Payment,Internal Transfer,Debit - Loan Payment,2023-01-06 00:36:47,2023-01-06,TXN0000000653,Completed,Branch,162206.38,59.0
654,231,Debit,13481.39,USD,Healthcare,Apple,Debit - Healthcare,2022-10-26 22:15:17,2022-10-26,TXN0000000654,Completed,ATM,287178.75,
655,69,Credit,2310.31,USD,Healthcare,Kroger,Credit - Healthcare,2024-10-09 19:25:40,2024-10-09,TXN0000000655,Completed,ATM,33170.15,57.0
656,346,Debit,4929.08,USD,Dining,Zara,Debit - Dining,2022-12-18 03:14:41,2022-12-18,TXN0000000656,Completed,POS,242369.36,19.0
657,199,Debit,2892.03,USD,Transfer,Apple,Debit - Transfer,2023-04-03 13:22:05,2023-04-03,TXN0000000657,Completed,Online,177220.74,9.0
658,551,Credit,5202.95,USD,Tax,Best Buy,Credit - Tax,2024-09-29 03:25:28,2024-09-29,TXN0000000658,Completed,Branch,225550.23,6.0
659,59,Debit,11701.36,USD,Education,Internal Transfer,Debit - Education,2023-05-02 07:36:28,2023-05-02,TXN0000000659,Completed,Online,285365.03,8.0
660,249,Debit,6022.93,USD,Utilities,Planet Fitness,Debit - Utilities,2024-01-18 09:31:57,2024-01-18,TXN0000000660,Completed,Branch,82634.41,5.0
661,394,Debit,8929.87,USD,Payroll,Uber,Debit - Payroll,2024-09-22 15:07:35,2024-09-22,TXN0000000661,Completed,Mobile,101911.25,51.0
662,136,Debit,5933.45,USD,Utilities,Best Buy,Debit - Utilities,2024-12-28 01:23:25,2024-12-28,TXN0000000662,Completed,Branch,68867.86,26.0
663,434,Debit,7102.31,USD,Shopping,Wire Transfer,Debit - Shopping,2024-11-03 08:38:06,2024-11-03,TXN0000000663,Completed,Mobile,74814.23,7.0
664,27,Debit,1807.86,USD,Direct Deposit,Walmart,Debit - Direct Deposit,2022-02-11 02:06:59,2022-02-11,TXN0000000664,Completed,Online,197613.28,
665,323,Debit,4057.96,USD,ATM Withdrawal,Netflix,Debit - ATM Withdrawal,2022-09-16 04:57:25,2022-09-16,TXN0000000665,Completed,Wire,68311.78,
666,11,Debit,1412.21,USD,ATM Withdrawal,Netflix,Debit - ATM Withdrawal,2022-08-05 19:41:47,2022-08-05,TXN0000000666,Completed,ATM,89153.32,43.0
667,530,Debit,7277.23,USD,Other,Shell,Debit - Other,2023-12-18 03:09:26,2023-12-18,TXN0000000667,Completed,POS,292121.25,
668,135,Debit,14561.25,USD,Investment,Apple,Debit - Investment,2024-04-27 00:37:27,2024-04-27,TXN0000000668,Completed,Branch,188113.05,
669,553,Credit,8860.92,USD,Groceries,Bill Payment - Electric,Credit - Groceries,2023-04-15 22:25:54,2023-04-15,TXN0000000669,Completed,ATM,128858.04,
670,204,Debit,13209.53,USD,Transfer,Medical Center,Debit - Transfer,2024-07-03 20:13:11,2024-07-03,TXN0000000670,Reversed,Mobile,105641.34,23.0
671,170,Debit,7009.58,USD,Tax,Delta Airlines,Debit - Tax,2024-10-30 20:05:31,2024-10-30,TXN0000000671,Failed,Branch,16256.35,
672,516,Debit,11028.88,USD,Investment,Bill Payment - Electric,Debit - Investment,2022-10-26 10:12:35,2022-10-26,TXN0000000672,Completed,Branch,209540.69,
673,139,Debit,11828.25,USD,Groceries,Airbnb,Debit - Groceries,2024-02-29 00:27:28,2024-02-29,TXN0000000673,Completed,Online,197197.11,50.0
674,372,Debit,13859.74,USD,Insurance,Uber,Debit - Insurance,2023-08-03 19:06:12,2023-08-03,TXN0000000674,Completed,Mobile,49800.68,11.0
675,188,Debit,130.33,USD,Entertainment,Walgreens,Debit - Entertainment,2024-04-08 10:15:18,2024-04-08,TXN0000000675,Completed,Wire,280081.69,26.0
676,308,Debit,2582.38,USD,Travel,Medical Center,Debit - Travel,2022-10-21 03:21:20,2022-10-21,TXN0000000676,Completed,Online,193481.84,6.0
677,167,Debit,13830.95,USD,Utilities,Bill Payment - Internet,Debit - Utilities,2023-03-23 13:47:21,2023-03-23,TXN0000000677,Completed,POS,2444.85,
678,404,Debit,12472.3,USD,Subscription,Shell,Debit - Subscription,2022-03-03 18:15:55,2022-03-03,TXN0000000678,Completed,ATM,77945.14,
679,54,Debit,6455.2,USD,Transfer,Direct Deposit - Employer,Debit - Transfer,2022-04-14 16:44:37,2022-04-14,TXN0000000679,Completed,Wire,10840.77,46.0
680,77,Credit,11060.12,USD,Utilities,Best Buy,Credit - Utilities,2024-06-12 02:36:06,2024-06-12,TXN0000000680,Completed,Online,161161.74,12.0
681,165,Debit,12545.47,USD,Utilities,Medical Center,Debit - Utilities,2022-05-15 21:45:36,2022-05-15,TXN0000000681,Completed,ATM,208143.18,27.0
682,542,Debit,6921.59,USD,Dining,Zara,Debit - Dining,2023-05-13 16:17:20,2023-05-13,TXN0000000682,Completed,ATM,276964.13,
683,57,Debit,14634.27,USD,Shopping,Delta Airlines,Debit - Shopping,2023-08-31 06:38:25,2023-08-31,TXN0000000683,Completed,POS,213681.7,23.0
684,16,Debit,3424.81,USD,Transfer,Airbnb,Debit - Transfer,2022-11-07 12:15:36,2022-11-07,TXN0000000684,Completed,Mobile,247674.87,43.0
685,229,Credit,3084.58,USD,ATM Withdrawal,Spotify,Credit - ATM Withdrawal,2023-09-30 11:34:32,2023-09-30,TXN0000000685,Completed,POS,76951.54,46.0
686,446,Debit,2059.12,USD,ATM Withdrawal,Nike,Debit - ATM Withdrawal,2022-06-04 00:16:24,2022-06-04,TXN0000000686,Completed,Branch,34007.57,48.0
687,471,Debit,6959.37,USD,Education,IKEA,Debit - Education,2024-03-24 00:14:02,2024-03-24,TXN0000000687,Completed,Mobile,268182.98,49.0
688,433,Debit,11850.8,USD,Loan Payment,Internal Transfer,Debit - Loan Payment,2022-10-07 17:09:04,2022-10-07,TXN0000000688,Reversed,Branch,263879.85,52.0
689,485,Debit,12875.36,USD,Entertainment,Bill Payment - Water,Debit - Entertainment,2024-03-05 17:43:14,2024-03-05,TXN0000000689,Completed,ATM,250603.93,32.0
690,177,Debit,10460.3,USD,Dining,Delta Airlines,Debit - Dining,2022-09-20 01:35:42,2022-09-20,TXN0000000690,Completed,Mobile,91603.39,
691,80,Debit,2524.11,USD,Payroll,Sephora,Debit - Payroll,2023-06-21 11:35:53,2023-06-21,TXN0000000691,Completed,Online,149795.93,
692,460,Credit,2483.45,USD,Loan Payment,IKEA,Credit - Loan Payment,2024-04-12 17:59:49,2024-04-12,TXN0000000692,Completed,Mobile,252462.08,
693,43,Debit,10323.53,USD,Transfer,ATM Cash,Debit - Transfer,2022-11-04 08:45:19,2022-11-04,TXN0000000693,Completed,Wire,79132.34,42.0
694,4,Debit,3407.82,USD,Insurance,Trader Joe's,Debit - Insurance,2024-08-30 04:18:52,2024-08-30,TXN0000000694,Completed,Branch,51488.7,
695,241,Debit,11703.67,USD,Groceries,Medical Center,Debit - Groceries,2022-02-20 11:44:21,2022-02-20,TXN0000000695,Completed,Mobile,159622.79,
696,52,Debit,7331.44,USD,Travel,Delta Airlines,Debit - Travel,2022-05-26 19:28:31,2022-05-26,TXN0000000696,Completed,POS,286811.7,
697,283,Debit,6856.09,USD,Education,Uber,Debit - Education,2023-08-06 19:35:35,2023-08-06,TXN0000000697,Completed,Mobile,252815.65,
698,426,Debit,13441.56,USD,Subscription,Nike,Debit - Subscription,2022-07-24 01:57:46,2022-07-24,TXN0000000698,Completed,Mobile,165589.26,52.0
699,377,Debit,13234.14,USD,Utilities,IKEA,Debit - Utilities,2024-03-17 23:08:29,2024-03-17,TXN0000000699,Completed,Wire,182287.56,3.0
700,153,Debit,7131.19,USD,Transfer,Spotify,Debit - Transfer,2024-06-15 03:04:25,2024-06-15,TXN0000000700,Completed,POS,91727.69,
701,395,Credit,4351.55,USD,Direct Deposit,H&M,Credit - Direct Deposit,2023-07-19 10:19:53,2023-07-19,TXN0000000701,Completed,Mobile,9013.13,58.0
702,234,Debit,6663.66,USD,Travel,Wire Transfer,Debit - Travel,2024-07-08 20:35:03,2024-07-08,TXN0000000702,Completed,ATM,118303.77,
703,217,Credit,12261.53,USD,Rent/Mortgage,Spotify,Credit - Rent/Mortgage,2024-12-24 17:19:20,2024-12-24,TXN0000000703,Completed,Online,54093.95,
704,421,Debit,13668.46,USD,Payroll,Internal Transfer,Debit - Payroll,2022-05-07 06:25:20,2022-05-07,TXN0000000704,Completed,POS,135088.71,
705,337,Debit,7536.22,USD,Insurance,University Tuition,Debit - Insurance,2024-11-16 12:31:51,2024-11-16,TXN0000000705,Completed,ATM,115550.46,49.0
706,425,Debit,4570.89,USD,Transfer,Wire Transfer,Debit - Transfer,2024-12-17 18:45:48,2024-12-17,TXN0000000706,Completed,POS,226537.61,26.0
707,323,Debit,12722.56,USD,Loan Payment,Shell,Debit - Loan Payment,2024-06-06 00:29:11,2024-06-06,TXN0000000707,Completed,ATM,208035.26,
708,433,Credit,8176.43,USD,Education,The Gym,Credit - Education,2024-11-26 16:24:17,2024-11-26,TXN0000000708,Completed,Mobile,60985.76,54.0
709,72,Debit,11445.33,USD,Other,Walmart,Debit - Other,2024-11-16 09:17:48,2024-11-16,TXN0000000709,Completed,POS,173987.65,50.0
710,550,Debit,7358.58,USD,Tax,H&M,Debit - Tax,2022-08-28 02:29:45,2022-08-28,TXN0000000710,Completed,Online,231557.12,
711,93,Debit,11063.33,USD,Groceries,Sephora,Debit - Groceries,2024-04-09 08:59:27,2024-04-09,TXN0000000711,Completed,Branch,182834.53,
712,299,Debit,454.08,USD,Other,Apple,Debit - Other,2024-04-11 23:12:26,2024-04-11,TXN0000000712,Reversed,ATM,202046.11,
713,310,Credit,1695.21,USD,Healthcare,Internal Transfer,Credit - Healthcare,2024-05-28 14:22:49,2024-05-28,TXN0000000713,Reversed,Mobile,7062.0,25.0
714,66,Debit,12293.07,USD,Subscription,Walmart,Debit - Subscription,2022-10-22 22:09:19,2022-10-22,TXN0000000714,Completed,POS,158681.08,18.0
715,525,Debit,9880.68,USD,Direct Deposit,BP,Debit - Direct Deposit,2022-03-26 08:34:51,2022-03-26,TXN0000000715,Completed,Wire,203166.66,48.0
716,478,Credit,6214.86,USD,Investment,Nike,Credit - Investment,2022-01-09 16:03:06,2022-01-09,TXN0000000716,Completed,Wire,80594.87,15.0
717,352,Credit,1545.24,USD,Payroll,BP,Credit - Payroll,2024-06-21 10:13:15,2024-06-21,TXN0000000717,Pending,Wire,152811.67,22.0
718,205,Debit,11620.89,USD,Entertainment,Starbucks,Debit - Entertainment,2024-01-10 08:51:03,2024-01-10,TXN0000000718,Failed,Online,123092.15,20.0
719,457,Credit,3054.6,USD,Investment,Bill Payment - Electric,Credit - Investment,2024-09-04 06:41:32,2024-09-04,TXN0000000719,Completed,Wire,269374.51,55.0
720,466,Debit,6032.27,USD,Investment,University Tuition,Debit - Investment,2022-09-15 06:10:46,2022-09-15,TXN0000000720,Failed,POS,51329.83,
721,307,Debit,11284.24,USD,Groceries,Amazon,Debit - Groceries,2024-10-23 01:43:23,2024-10-23,TXN0000000721,Completed,POS,151800.35,
722,189,Debit,9470.56,USD,Utilities,H&M,Debit - Utilities,2022-04-27 21:58:10,2022-04-27,TXN0000000722,Completed,Mobile,281054.83,44.0
723,395,Credit,2573.19,USD,Rent/Mortgage,Zara,Credit - Rent/Mortgage,2023-09-23 22:09:53,2023-09-23,TXN0000000723,Completed,POS,8961.18,9.0
724,246,Credit,6844.89,USD,Transfer,Home Depot,Credit - Transfer,2023-10-17 10:25:41,2023-10-17,TXN0000000724,Completed,Branch,83463.92,
725,391,Debit,9629.23,USD,Insurance,ACH Transfer,Debit - Insurance,2024-03-21 18:36:46,2024-03-21,TXN0000000725,Pending,ATM,52771.45,
726,147,Debit,2435.43,USD,Healthcare,H&M,Debit - Healthcare,2022-11-30 21:54:10,2022-11-30,TXN0000000726,Completed,POS,26097.46,60.0
727,229,Debit,5464.11,USD,Groceries,Bill Payment - Water,Debit - Groceries,2022-10-11 17:17:53,2022-10-11,TXN0000000727,Pending,POS,134856.1,53.0
728,256,Debit,9735.73,USD,Subscription,Shell,Debit - Subscription,2022-01-02 04:40:35,2022-01-02,TXN0000000728,Pending,Branch,71927.2,21.0
729,316,Credit,5279.61,USD,Direct Deposit,Sephora,Credit - Direct Deposit,2024-12-20 22:17:02,2024-12-20,TXN0000000729,Completed,ATM,209673.61,
730,377,Debit,10195.37,USD,Direct Deposit,Airbnb,Debit - Direct Deposit,2023-09-14 13:06:01,2023-09-14,TXN0000000730,Completed,POS,163582.09,
731,463,Debit,3732.3,USD,Healthcare,Zara,Debit - Healthcare,2023-03-06 10:37:30,2023-03-06,TXN0000000731,Completed,Online,288179.79,
732,40,Debit,6049.08,USD,Subscription,Internal Transfer,Debit - Subscription,2024-07-27 18:38:44,2024-07-27,TXN0000000732,Reversed,Mobile,84394.85,5.0
733,382,Debit,8504.65,USD,Rent/Mortgage,Walgreens,Debit - Rent/Mortgage,2024-11-01 11:47:46,2024-11-01,TXN0000000733,Completed,ATM,285346.07,
734,189,Debit,14418.73,USD,Other,Shell,Debit - Other,2024-08-20 22:53:54,2024-08-20,TXN0000000734,Completed,Mobile,118844.7,
735,182,Debit,13388.21,USD,Education,Medical Center,Debit - Education,2024-08-06 00:37:11,2024-08-06,TXN0000000735,Pending,POS,196848.59,10.0
736,221,Debit,11272.68,USD,Rent/Mortgage,Bill Payment - Water,Debit - Rent/Mortgage,2023-09-14 02:16:02,2023-09-14,TXN0000000736,Completed,Wire,148125.1,40.0
737,382,Debit,186.35,USD,Entertainment,Google Play,Debit - Entertainment,2023-01-19 19:01:45,2023-01-19,TXN0000000737,Completed,ATM,156500.45,
738,253,Credit,4911.23,USD,Investment,University Tuition,Credit - Investment,2022-10-22 12:46:39,2022-10-22,TXN0000000738,Completed,Online,120137.73,2.0
739,69,Debit,4463.07,USD,Subscription,BP,Debit - Subscription,2023-09-12 15:55:36,2023-09-12,TXN0000000739,Completed,Wire,223844.88,
740,233,Credit,13060.86,USD,Other,Costco,Credit - Other,2022-04-20 20:31:10,2022-04-20,TXN0000000740,Completed,ATM,60441.7,
741,330,Debit,13517.1,USD,Tax,Shell,Debit - Tax,2024-01-01 05:45:09,2024-01-01,TXN0000000741,Completed,POS,161584.0,
742,393,Debit,2397.37,USD,Shopping,Walmart,Debit - Shopping,2023-04-07 03:25:29,2023-04-07,TXN0000000742,Completed,Wire,194338.32,4.0
743,240,Debit,12474.93,USD,Groceries,ACH Transfer,Debit - Groceries,2024-06-04 19:37:46,2024-06-04,TXN0000000743,Reversed,Mobile,182197.99,52.0
744,268,Debit,1877.41,USD,Other,Target,Debit - Other,2024-04-26 22:29:34,2024-04-26,TXN0000000744,Completed,Branch,120091.77,9.0
745,88,Debit,9883.57,USD,Direct Deposit,Walmart,Debit - Direct Deposit,2024-09-02 11:34:52,2024-09-02,TXN0000000745,Completed,Mobile,122121.08,
746,342,Debit,2294.88,USD,Loan Payment,Whole Foods,Debit - Loan Payment,2022-01-11 10:49:18,2022-01-11,TXN0000000746,Completed,Branch,146716.51,8.0
747,326,Debit,14465.51,USD,ATM Withdrawal,Internal Transfer,Debit - ATM Withdrawal,2024-01-20 00:17:50,2024-01-20,TXN0000000747,Completed,Mobile,28176.87,
748,502,Debit,2947.54,USD,Transfer,ACH Transfer,Debit - Transfer,2022-04-24 19:52:28,2022-04-24,TXN0000000748,Reversed,Branch,17695.07,27.0
749,184,Credit,2200.04,USD,Insurance,Medical Center,Credit - Insurance,2024-08-24 06:21:10,2024-08-24,TXN0000000749,Completed,ATM,176826.67,
750,199,Debit,6894.87,USD,ATM Withdrawal,Walgreens,Debit - ATM Withdrawal,2023-04-09 08:18:39,2023-04-09,TXN0000000750,Completed,Branch,81793.56,
751,564,Credit,11696.18,USD,Rent/Mortgage,Amazon,Credit - Rent/Mortgage,2023-11-01 22:14:12,2023-11-01,TXN0000000751,Completed,POS,124210.82,9.0
752,323,Credit,13845.15,USD,Groceries,Direct Deposit - Employer,Credit - Groceries,2024-12-10 17:13:31,2024-12-10,TXN0000000752,Completed,ATM,232995.04,39.0
753,483,Credit,14661.88,USD,Tax,Uber,Credit - Tax,2023-07-10 00:21:40,2023-07-10,TXN0000000753,Completed,Online,288265.1,
754,81,Debit,5275.78,USD,ATM Withdrawal,Target,Debit - ATM Withdrawal,2023-02-02 08:39:45,2023-02-02,TXN0000000754,Completed,ATM,167061.66,23.0
755,353,Debit,8169.59,USD,Utilities,Trader Joe's,Debit - Utilities,2022-05-29 06:07:08,2022-05-29,TXN0000000755,Pending,Mobile,77432.18,
756,375,Debit,9034.56,USD,Entertainment,Starbucks,Debit - Entertainment,2023-09-11 20:22:21,2023-09-11,TXN0000000756,Completed,Mobile,-189.45,19.0
757,252,Credit,10752.65,USD,Insurance,Spotify,Credit - Insurance,2023-04-30 07:11:22,2023-04-30,TXN0000000757,Completed,ATM,298332.77,16.0
758,183,Credit,12064.27,USD,Groceries,Costco,Credit - Groceries,2024-11-23 20:29:58,2024-11-23,TXN0000000758,Completed,Mobile,230452.58,50.0
759,245,Debit,13730.16,USD,Tax,Zara,Debit - Tax,2024-05-11 16:04:42,2024-05-11,TXN0000000759,Completed,Branch,188130.95,45.0
760,456,Credit,2274.12,USD,Insurance,University Tuition,Credit - Insurance,2022-09-02 14:04:51,2022-09-02,TXN0000000760,Completed,ATM,291218.67,
761,448,Debit,13004.41,USD,Direct Deposit,H&M,Debit - Direct Deposit,2023-06-17 03:01:58,2023-06-17,TXN0000000761,Completed,ATM,279694.72,
762,308,Debit,12750.21,USD,Investment,Starbucks,Debit - Investment,2024-02-27 22:51:33,2024-02-27,TXN0000000762,Completed,Mobile,145701.98,
763,44,Debit,616.35,USD,Entertainment,Internal Transfer,Debit - Entertainment,2024-07-20 06:25:41,2024-07-20,TXN0000000763,Completed,Wire,246519.75,
764,228,Credit,1379.04,USD,Shopping,Nike,Credit - Shopping,2023-08-29 12:42:31,2023-08-29,TXN0000000764,Completed,Branch,160671.27,
765,49,Debit,2445.98,USD,Education,Walgreens,Debit - Education,2023-01-10 07:58:08,2023-01-10,TXN0000000765,Completed,ATM,177793.88,26.0
766,303,Debit,11981.01,USD,Transfer,Amazon,Debit - Transfer,2022-08-16 22:51:57,2022-08-16,TXN0000000766,Completed,POS,271400.13,44.0
767,488,Debit,14279.64,USD,Healthcare,Delta Airlines,Debit - Healthcare,2023-03-09 15:49:33,2023-03-09,TXN0000000767,Completed,Wire,287532.57,4.0
768,202,Credit,6657.45,USD,Utilities,Nike,Credit - Utilities,2023-03-26 08:58:14,2023-03-26,TXN0000000768,Completed,POS,171260.78,47.0
769,279,Debit,13146.11,USD,Rent/Mortgage,H&M,Debit - Rent/Mortgage,2023-08-25 22:31:21,2023-08-25,TXN0000000769,Completed,Mobile,53120.4,
770,3,Debit,3482.11,USD,Groceries,Nike,Debit - Groceries,2022-08-03 04:05:15,2022-08-03,TXN0000000770,Completed,POS,89663.27,
771,498,Debit,90.06,USD,Education,Zara,Debit - Education,2024-03-14 00:47:35,2024-03-14,TXN0000000771,Completed,ATM,117404.59,
772,406,Debit,6510.16,USD,Groceries,Target,Debit - Groceries,2023-07-31 06:33:42,2023-07-31,TXN0000000772,Completed,POS,266016.93,
773,273,Credit,9358.04,USD,Other,Walmart,Credit - Other,2022-07-07 11:23:22,2022-07-07,TXN0000000773,Pending,POS,12184.32,8.0
774,61,Debit,9586.78,USD,Shopping,Shell,Debit - Shopping,2023-07-21 18:05:20,2023-07-21,TXN0000000774,Completed,Branch,101028.89,45.0
775,472,Debit,8526.79,USD,Healthcare,Spotify,Debit - Healthcare,2022-12-26 06:11:31,2022-12-26,TXN0000000775,Completed,Online,290721.92,3.0
776,547,Debit,645.93,USD,Subscription,ACH Transfer,Debit - Subscription,2023-06-26 20:50:08,2023-06-26,TXN0000000776,Failed,Wire,95825.9,
777,141,Credit,4786.02,USD,Tax,Delta Airlines,Credit - Tax,2024-07-28 19:05:56,2024-07-28,TXN0000000777,Completed,Branch,66763.85,6.0
778,17,Credit,10775.78,USD,Education,Publix,Credit - Education,2023-06-25 09:11:22,2023-06-25,TXN0000000778,Completed,Branch,265780.82,
779,339,Debit,14705.28,USD,Transfer,University Tuition,Debit - Transfer,2022-09-18 18:47:44,2022-09-18,TXN0000000779,Completed,Branch,43971.83,
780,54,Debit,10491.47,USD,Education,Apple,Debit - Education,2022-01-19 18:03:44,2022-01-19,TXN0000000780,Failed,Mobile,29867.23,27.0
781,318,Debit,458.22,USD,Groceries,The Gym,Debit - Groceries,2023-04-06 08:05:00,2023-04-06,TXN0000000781,Pending,Online,227088.6,
782,17,Debit,2951.91,USD,Utilities,Wire Transfer,Debit - Utilities,2023-07-23 12:26:34,2023-07-23,TXN0000000782,Completed,ATM,111712.11,13.0
783,70,Debit,3456.76,USD,Utilities,ACH Transfer,Debit - Utilities,2023-10-20 08:33:53,2023-10-20,TXN0000000783,Completed,Branch,126397.27,
784,64,Debit,1935.1,USD,Payroll,McDonald's,Debit - Payroll,2023-04-15 11:39:26,2023-04-15,TXN0000000784,Completed,POS,97245.57,
785,58,Debit,14529.47,USD,Healthcare,Netflix,Debit - Healthcare,2022-11-29 02:49:26,2022-11-29,TXN0000000785,Completed,Branch,208013.38,
786,56,Debit,10840.51,USD,Entertainment,Uber,Debit - Entertainment,2024-06-08 14:40:00,2024-06-08,TXN0000000786,Completed,POS,190804.73,
787,446,Debit,12714.34,USD,Education,Costco,Debit - Education,2024-06-21 03:25:27,2024-06-21,TXN0000000787,Completed,Mobile,265437.59,36.0
788,200,Debit,10702.53,USD,Rent/Mortgage,Bill Payment - Water,Debit - Rent/Mortgage,2023-02-14 20:47:08,2023-02-14,TXN0000000788,Completed,POS,286408.52,
789,51,Debit,14558.57,USD,Rent/Mortgage,Uber,Debit - Rent/Mortgage,2024-01-07 09:46:58,2024-01-07,TXN0000000789,Completed,Online,256517.14,52.0
790,191,Debit,383.98,USD,Healthcare,ACH Transfer,Debit - Healthcare,2023-11-03 20:16:15,2023-11-03,TXN0000000790,Completed,Online,254942.97,
791,218,Debit,3155.79,USD,Education,Google Play,Debit - Education,2023-03-26 02:16:24,2023-03-26,TXN0000000791,Completed,POS,276389.37,21.0
792,168,Debit,14021.64,USD,Subscription,Internal Transfer,Debit - Subscription,2023-08-08 04:36:35,2023-08-08,TXN0000000792,Pending,Wire,55236.33,
793,485,Debit,9329.62,USD,Transfer,Bill Payment - Electric,Debit - Transfer,2022-12-14 17:09:01,2022-12-14,TXN0000000793,Pending,Wire,41348.1,9.0
794,187,Credit,8628.9,USD,Payroll,Walmart,Credit - Payroll,2024-12-05 22:04:56,2024-12-05,TXN0000000794,Completed,POS,55858.56,49.0
795,529,Debit,4400.73,USD,ATM Withdrawal,ACH Transfer,Debit - ATM Withdrawal,2023-04-07 06:04:14,2023-04-07,TXN0000000795,Completed,POS,176887.88,10.0
796,495,Debit,12298.35,USD,Utilities,Airbnb,Debit - Utilities,2023-05-25 22:15:31,2023-05-25,TXN0000000796,Completed,Online,268906.45,
797,332,Debit,8526.34,USD,Utilities,Bill Payment - Water,Debit - Utilities,2022-11-10 09:23:38,2022-11-10,TXN0000000797,Failed,ATM,7865.79,
798,292,Debit,3202.45,USD,Shopping,Sephora,Debit - Shopping,2022-10-14 07:23:25,2022-10-14,TXN0000000798,Reversed,Wire,233503.87,59.0
799,505,Debit,7012.12,USD,ATM Withdrawal,McDonald's,Debit - ATM Withdrawal,2022-11-13 12:25:34,2022-11-13,TXN0000000799,Completed,Wire,151375.84,
800,412,Debit,10951.97,USD,Groceries,Walmart,Debit - Groceries,2023-11-20 02:22:01,2023-11-20,TXN0000000800,Completed,Branch,14760.34,25.0
801,344,Debit,2542.82,USD,Investment,Shell,Debit - Investment,2023-04-18 14:43:16,2023-04-18,TXN0000000801,Completed,ATM,218105.76,
802,305,Credit,1985.01,USD,Rent/Mortgage,Amazon,Credit - Rent/Mortgage,2023-02-24 19:35:58,2023-02-24,TXN0000000802,Completed,Mobile,141446.09,
803,519,Debit,6420.99,USD,Travel,IKEA,Debit - Travel,2022-08-02 22:34:39,2022-08-02,TXN0000000803,Completed,ATM,252399.06,28.0
804,15,Credit,3677.41,USD,Education,Wire Transfer,Credit - Education,2022-10-24 13:39:02,2022-10-24,TXN0000000804,Completed,Branch,189922.12,
805,269,Debit,10934.2,USD,Loan Payment,The Gym,Debit - Loan Payment,2024-06-10 04:12:49,2024-06-10,TXN0000000805,Completed,POS,145196.06,38.0
806,107,Debit,14714.12,USD,Other,ACH Transfer,Debit - Other,2024-11-21 09:32:14,2024-11-21,TXN0000000806,Completed,POS,212128.31,54.0
807,264,Debit,516.69,USD,Insurance,Walmart,Debit - Insurance,2023-05-03 03:12:37,2023-05-03,TXN0000000807,Pending,POS,210362.28,43.0
808,147,Debit,11626.39,USD,Travel,Costco,Debit - Travel,2023-04-06 18:00:24,2023-04-06,TXN0000000808,Completed,Wire,65951.95,
809,391,Credit,1962.3,USD,Transfer,Medical Center,Credit - Transfer,2024-05-01 08:53:01,2024-05-01,TXN0000000809,Completed,POS,241480.06,5.0
810,338,Debit,8436.21,USD,Insurance,Google Play,Debit - Insurance,2022-12-21 03:39:07,2022-12-21,TXN0000000810,Completed,Wire,21043.5,
811,448,Debit,2062.92,USD,ATM Withdrawal,ATM Cash,Debit - ATM Withdrawal,2024-07-07 23:38:25,2024-07-07,TXN0000000811,Completed,Branch,281653.09,20.0
812,166,Debit,5965.98,USD,Subscription,ACH Transfer,Debit - Subscription,2024-02-22 23:04:04,2024-02-22,TXN0000000812,Completed,POS,232079.72,34.0
813,132,Debit,6754.32,USD,Tax,Direct Deposit - Employer,Debit - Tax,2024-10-05 01:55:17,2024-10-05,TXN0000000813,Completed,Wire,163543.32,
814,70,Debit,7832.83,USD,Education,McDonald's,Debit - Education,2024-12-19 13:44:45,2024-12-19,TXN0000000814,Reversed,Online,209070.27,
815,411,Debit,7013.61,USD,Other,Bill Payment - Electric,Debit - Other,2024-07-20 05:25:43,2024-07-20,TXN0000000815,Reversed,Branch,116815.92,
816,528,Debit,10300.79,USD,Payroll,Nike,Debit - Payroll,2024-05-31 09:02:59,2024-05-31,TXN0000000816,Completed,Wire,162014.57,
817,158,Debit,5925.18,USD,Entertainment,Bill Payment - Electric,Debit - Entertainment,2022-03-20 18:03:26,2022-03-20,TXN0000000817,Completed,Online,124571.43,
818,136,Credit,1485.25,USD,Insurance,Trader Joe's,Credit - Insurance,2023-07-08 12:53:39,2023-07-08,TXN0000000818,Completed,Wire,151476.79,
819,512,Debit,4837.78,USD,Healthcare,Publix,Debit - Healthcare,2024-02-06 16:13:25,2024-02-06,TXN0000000819,Completed,Online,75684.48,
820,6,Credit,785.49,USD,Investment,Kroger,Credit - Investment,2023-11-25 11:24:07,2023-11-25,TXN0000000820,Completed,Mobile,242315.34,55.0
821,299,Credit,5361.84,USD,Travel,Publix,Credit - Travel,2023-08-18 08:54:11,2023-08-18,TXN0000000821,Completed,ATM,45325.78,
822,310,Debit,1031.6,USD,Investment,Internal Transfer,Debit - Investment,2024-07-03 13:23:10,2024-07-03,TXN0000000822,Completed,Branch,486.42,52.0
823,207,Debit,13682.33,USD,Travel,Wire Transfer,Debit - Travel,2022-01-27 09:22:46,2022-01-27,TXN0000000823,Completed,Branch,245995.25,56.0
824,66,Debit,299.18,USD,Direct Deposit,Home Depot,Debit - Direct Deposit,2023-09-27 03:08:39,2023-09-27,TXN0000000824,Completed,POS,88788.01,
825,158,Debit,7690.91,USD,Travel,Walgreens,Debit - Travel,2022-04-05 09:24:50,2022-04-05,TXN0000000825,Completed,Wire,99168.15,4.0
